DATE,DAAA,ADS_Index,Mkt-RF,SMB,HML,RMW,CMA,RF,AAPL_Close,GOOGL_Close,META_Close,TSLA_Close,DBAA,DEXJPUS,CBBTCUSD,CBETHUSD,DEXUSEU,DEXUSUK,NIKKEI225,OBMMIJUMBO30YF,SP500,T10Y3M,T10YIE,Open,Close,High,Low,Volume
2018-07-11,3.82,-0.0158487,-0.69,-0.06,-0.45,-0.12,-0.3,0.008,44.88806915,58.57300186,202.5399933,21.26399994,4.76,111.52,6390.04,446.25,1.1722,1.3241,21932.21,4.713,2774.02,0.88,2.11,95.66745491699751,96.45246887207033,96.79294946284251,95.62016213768372,19644600
2018-07-12,3.81,-0.0161072,0.86,-0.44,-1.14,-0.04,-0.47,0.008,45.64066315,60.06299973,206.9199982,21.11400032,4.75,112.41,6249.75,431.46,1.1692,1.3238,22187.96,4.717,2798.29,0.87,2.1,97.19961784571149,98.54265594482422,98.7507325749345,97.16179229102156,24335900
2018-07-13,3.8,-0.0158426,0.08,-0.18,-0.29,0.34,0.19,0.008,45.71234131,60.22100067,207.3200073,21.25799942,4.73,112.38,6216.29,432.8,1.1667,1.3216,22597.35,4.697,2801.31,0.85,2.11,98.71291837818352,99.71546173095705,99.87624562416325,98.44808893448182,24635200
2018-07-16,3.82,-0.0111953,-0.16,-0.61,0.98,-0.2,-0.14,0.008,45.61199951,59.82550049,207.2299957,20.67333221,4.76,112.29,6728.81,478.18,1.171,1.3236,,4.672,2798.43,0.84,2.1,99.68708696074847,99.22364807128906,100.08432029457084,98.85478030032333,21786900
2018-07-17,3.84,-0.00740895,0.48,0.16,-0.76,0.12,-0.24,0.008,45.74101257,60.65399933,209.9900055,21.5126667,4.76,112.79,7315.01,499.01,1.1664,1.3161,22697.36,4.709,2809.55,0.84,2.09,98.9399022520491,100.20726776123048,100.72745940506708,98.66562004128652,25901700
2018-07-18,3.85,-0.00238349,0.27,-0.14,0.67,-0.15,-0.17,0.008,45.49014282,60.64550018,209.3600006,21.59000015,4.77,112.82,7378.99,478.81,1.1645,1.305,22794.19,4.677,2815.62,0.88,2.09,100.19781029234632,99.42225646972656,100.3018486162471,99.04393594789316,29493900
2018-07-19,3.83,0.00388268,-0.34,0.91,-0.36,0.16,0.04,0.008,45.84375381,59.95500183,208.0899963,21.34866714,4.74,112.98,7470.01,468.39,1.1604,1.2987,22764.68,4.722,2804.49,0.84,2.09,99.2425665560272,98.74129486083984,99.60196713359088,98.25893594726544,40171600
2018-07-20,3.9,0.0113915,-0.1,-0.17,0.12,0.11,-0.22,0.008,45.73860931,59.89400101,209.9400024,20.90533257,4.8,111.74,7334.46,448.21,1.1708,1.3114,22697.88,4.674,2801.83,0.9,2.11,102.22180919408324,100.5099105834961,102.33530029109984,100.3302139412654,56004000
2018-07-23,3.96,0.0410517,0.15,-0.2,0.55,-0.22,-0.18,0.008,45.77922821,60.54999924,210.9100037,20.21333313,4.87,111.36,7720.09,449.0,1.1702,1.3105,22396.99,4.727,2806.98,0.97,2.11,100.53830961866991,102.11779022216795,102.27857411730774,100.37751850766554,29707000
2018-07-24,3.91,0.0528628,0.22,-1.32,0.39,0.49,0.1,0.008,46.11133575,62.90750122,214.6699982,19.82866669,4.83,111.27,8385.5,478.79,1.1684,1.3135,22510.48,4.752,2820.4,0.93,2.11,102.68527251287956,101.82460021972656,102.92172197590229,101.4462796357172,26316600
2018-07-25,3.9,0.0655839,0.83,-0.59,-1.06,0.08,-0.37,0.008,46.54616928,63.79700089,217.5,20.5826664,4.81,111.02,8157.15,470.81,1.1677,1.315,22614.25,4.708,2846.07,0.93,2.13,102.10831952047428,104.82276153564452,105.12541651306816,101.7678317688897,30702100
2018-07-26,3.92,0.0792192,-0.2,0.76,0.57,-0.04,0.59,0.008,46.40041733,64.27500153,176.2599945,20.44333267,4.83,111.2,7931.99,461.42,1.1654,1.3119,22586.87,4.727,2837.44,0.99,2.11,104.73767205130228,103.67838287353516,104.98358156008378,103.56488451197454,31372100
2018-07-27,3.9,0.0937728,-0.82,-1.21,1.06,0.52,0.48,0.008,45.62871933,62.64450073,174.8899994,19.81200027,4.8,110.94,8184.21,469.3,1.166,1.3118,22712.75,4.727,2818.82,0.96,2.12,104.2080003237774,101.843505859375,104.2080003237774,100.3869764033994,37005300
2018-07-30,3.91,0.143274,-0.7,0.01,1.56,0.32,1.01,0.008,45.37307358,61.5019989,171.0599976,19.34466743,4.82,110.98,8170.01,456.46,1.1718,1.314,22544.84,4.732,2802.6,0.94,2.13,101.38006595880306,99.6587142944336,101.70163373915594,99.08177707357518,34668300
2018-07-31,3.89,0.162114,0.51,0.73,-1.11,0.28,0.25,0.008,45.46385956,61.36100006,172.5800018,19.87599945,4.79,111.88,7727.27,432.35,1.1706,1.3125,22553.72,4.688,2816.29,0.93,2.12,100.71800405229122,100.33023071289062,100.93554071770946,99.66816793421324,27655200
2018-08-01,3.94,0.182182,-0.13,-0.02,-0.18,-0.18,-0.8,0.007,48.14214706,61.6495018,171.6499939,20.05599976,4.83,111.72,7603.99,419.6,1.1666,1.312,22746.7,4.717,2813.36,0.97,2.13,100.28292923649626,100.51937866210938,100.68016253971898,99.70599206073116,23628700
2018-08-02,3.91,0.200938,0.67,0.17,-0.67,0.0,-0.59,0.007,49.54937744,62.05649948,176.3699951,23.30266762,4.82,111.48,7533.92,410.71,1.1612,1.3035,22512.53,4.753,2827.22,0.96,2.12,99.687084417892,101.73946380615234,102.23127546178742,99.15743277044172,26104300
2018-08-03,3.89,0.218387,0.31,-0.93,0.52,0.63,0.35,0.007,49.69273376,61.90800095,177.7799988,23.21133232,4.79,111.12,7414.08,417.8,1.1597,1.3021,22525.18,4.765,2840.35,0.94,2.12,101.95699342495008,102.1839828491211,102.1934428464218,101.03010851780093,18659600
2018-08-06,3.87,0.262648,0.46,0.22,-0.33,-0.31,-0.21,0.007,49.9507637,61.88349915,185.6900024,22.79933357,4.76,111.43,6938.0,404.99,1.1564,1.2947,22507.32,4.757,2850.4,0.89,2.11,102.25965122220798,102.26910400390624,102.54338620629812,101.72999959668468,20265900
2018-08-07,3.9,0.27432,0.29,-0.02,-0.17,-0.31,-0.14,0.007,49.48248291,62.79199982,183.8099976,25.30466652,4.8,111.19,6718.22,378.08,1.1597,1.2957,22662.74,4.755,2858.45,0.92,2.13,102.67579960386392,102.97845458984376,103.18653124567942,102.3069390651967,16080200
2018-08-08,3.94,0.284407,-0.04,-0.11,0.27,-0.02,-0.07,0.007,49.51592255,63.06650162,185.1799927,24.68933296,4.8,110.96,6282.5,355.7,1.1598,1.288,22644.31,4.785,2857.7,0.9,2.11,103.40407314096272,103.5553970336914,103.801306477223,102.86496869436252,15487500
2018-08-09,3.92,0.292913,-0.05,0.34,-0.35,0.02,-0.25,0.007,49.90537262,63.22299957,183.0899963,23.49666786,4.78,110.9,6546.45,363.99,1.1566,1.287,22598.39,4.647,2853.58,0.87,2.11,103.76347211983384,103.72563934326172,104.18908544437186,103.6594337882266,13677200
2018-08-10,3.86,0.299841,-0.6,0.31,-0.21,-0.26,0.21,0.007,49.75671387,62.62549973,180.2599945,23.69933319,4.74,110.66,6146.01,330.99,1.1399,1.2769,22298.08,4.813,2833.28,0.82,2.09,103.48918276571096,103.09194946289062,103.7445521859982,102.50555229025312,18183700
2018-08-13,3.92,0.311395,-0.46,-0.21,-0.3,0.3,0.02,0.007,50.07799149,62.43199921,180.0500031,23.7606678,4.79,110.65,6253.67,284.11,1.1396,1.2757,21857.43,4.688,2821.93,0.82,2.1,103.3189582582686,102.34478759765624,103.64053328930612,102.24074925372044,18472500
2018-08-14,3.92,0.312475,0.69,0.32,0.21,0.34,0.18,0.007,50.28897858,62.9070015,181.1100006,23.1760006,4.79,110.92,6195.01,279.4,1.1351,1.2738,22356.08,4.748,2839.96,0.81,2.09,102.67579955729796,103.62159729003906,103.80130116833637,102.18398791125276,16788300
2018-08-15,3.88,0.312207,-0.91,-0.52,-0.12,0.63,-0.1,0.007,50.40645981,61.61100006,179.5299988,22.57933235,4.76,110.62,6269.01,281.21,1.1332,1.2685,22204.22,4.712,2818.37,0.79,2.08,103.00447355191,102.21644592285156,103.4791923074641,101.41891464683134,29982800
2018-08-16,3.89,0.310592,0.86,-0.04,0.26,-0.08,0.4,0.007,51.14492035,61.20299911,174.6999969,22.36333275,4.76,110.89,6315.9,286.67,1.1388,1.2722,22192.04,4.637,2840.69,0.8,2.08,102.82407326167792,102.19744110107422,103.35575588742712,101.87463586219292,21384300
2018-08-17,3.87,0.307628,0.3,0.13,0.02,0.22,0.2,0.007,52.16627884,60.79249954,173.8000031,20.36666679,4.76,110.54,6585.49,317.54,1.141,1.2735,22270.38,4.775,2850.13,0.82,2.08,101.93161026256656,102.14048767089844,102.44430738020849,101.29548887801636,18061500
2018-08-20,3.83,0.290771,0.25,0.15,0.14,0.11,0.13,0.007,51.65798569,61.09749985,172.5,20.56266785,4.71,110.38,6258.74,270.76,1.1438,1.2765,22199.0,4.672,2857.05,0.76,2.07,102.07402428817278,101.46638488769533,102.4443043214752,101.09610485439288,17914200
2018-08-21,3.85,0.282668,0.33,0.92,0.12,-0.22,-0.23,0.007,51.55728912,60.87049866,172.6199951,21.45999908,4.73,110.48,6475.89,281.49,1.1534,1.286,22219.73,4.681,2862.96,0.77,2.08,101.51384994014244,100.6213836669922,101.9221083314759,100.49795216314516,22881900
2018-08-22,3.84,0.27334,0.05,0.28,-0.35,-0.5,-0.27,0.007,51.55968475,61.08750153,173.6399994,21.44266701,4.73,110.54,6359.99,270.47,1.1595,1.291,22362.55,4.7,2861.82,0.73,2.08,100.49793318091524,101.6467514038086,101.91259267936982,100.43147286202496,18000600
2018-08-23,3.84,0.262786,-0.19,-0.1,-0.33,0.0,-0.18,0.007,51.66518402,61.05799866,172.8999939,21.34000015,4.72,111.14,6526.36,275.87,1.1567,1.283,22410.82,4.716,2856.98,0.74,2.09,101.73221728782087,102.1214828491211,102.71013663573906,101.46637597890708,18167700
2018-08-24,3.83,0.251001,0.62,-0.08,-0.57,-0.3,-0.19,0.007,51.82582092,61.83750153,174.6499939,21.52133369,4.72,111.22,6690.88,281.35,1.1625,1.2858,22601.77,4.604,2874.69,0.73,2.09,102.22594423288734,102.91903686523438,103.0709431139196,102.12150551782636,17234000
2018-08-27,3.86,0.207582,0.74,-0.62,-0.16,-0.21,-0.36,0.007,52.25259018,62.81349945,177.4600067,21.28466606,4.74,111.09,6911.9,287.99,1.1676,1.2891,22799.64,4.639,2896.74,0.73,2.11,103.7450410991398,104.05835723876952,104.09633561117622,103.02347375431442,19662300
2018-08-28,3.9,0.189548,-0.01,-0.12,-0.28,0.11,-0.05,0.007,52.67456055,62.29299927,176.2599945,20.79066658,4.78,111.04,7071.01,295.39,1.172,1.2886,22813.47,4.691,2897.52,0.75,2.11,104.38116258513404,104.68498229980467,104.91284527489934,104.23874550933736,19151500
2018-08-29,3.88,0.169617,0.56,-0.14,-0.58,-0.15,-0.28,0.007,53.46096039,63.23249817,175.8999939,20.33399963,4.77,111.8,7030.9,289.0,1.1699,1.3006,22848.22,4.733,2914.04,0.76,2.12,104.86537845820448,106.35599517822266,106.36549158229852,104.69447940300851,20818000
2018-08-30,3.9,0.147784,-0.41,0.23,-0.42,-0.22,-0.13,0.007,53.95246124,62.72200012,177.6399994,20.20999908,4.76,111.17,6983.0,284.52,1.1646,1.2997,22869.5,4.775,2901.13,0.75,2.1,106.02368654538098,106.2895278930664,106.916160135725,105.80531997133944,22798700
2018-08-31,3.91,0.124041,0.08,0.45,-0.39,0.15,-0.13,0.007,54.57583237,61.59000015,175.7299957,20.11066628,4.78,110.98,7015.01,281.94,1.1596,1.2964,22865.15,4.671,2901.52,0.75,2.08,106.04267492070066,106.65031433105467,107.07755830146095,105.88126504323697,23222700
2018-09-04,3.98,0.0243841,-0.11,-0.33,0.01,-0.05,-0.15,0.008,54.75084686,60.56549835,171.1600037,19.26333237,4.84,111.44,7360.0,285.43,1.1566,1.2833,22696.9,4.775,2896.72,0.77,2.1,105.24514394857523,106.06166076660156,106.29902013826892,104.64700093968146,22634600
2018-09-05,3.97,0.00124432,-0.41,-0.04,0.66,0.46,0.59,0.008,54.39361954,59.95500183,167.1799927,18.7159996,4.85,111.47,6687.96,227.56,1.162,1.2903,22580.83,4.753,2888.6,0.76,2.09,105.39704953967652,103.00446319580078,105.78631511340464,102.63418318318736,32872400
2018-09-06,3.94,-0.0211449,-0.44,-0.36,-0.24,0.42,0.33,0.008,53.48973083,59.19950104,162.5299988,18.72999954,4.81,110.87,6495.0,229.03,1.1624,1.2933,22487.94,4.641,2878.05,0.75,2.08,102.77659898929112,103.2418212890625,103.47918064007705,102.07401733850524,23477600
2018-09-07,3.99,-0.0427907,-0.18,0.07,-0.21,0.03,0.05,0.008,53.0581665,58.87950134,163.0399933,17.54933357,4.87,111.18,6395.01,215.21,1.1572,1.2934,22307.06,4.742,2871.68,0.8,2.1,102.75764027041411,102.7386474609375,103.22286269170932,101.80820261834708,22498600
2018-09-10,3.95,-0.103393,0.23,0.08,-0.37,0.07,-0.25,0.008,52.34608078,58.75299835,164.1799927,19.03333282,4.86,111.09,6300.0,196.94,1.1604,1.3026,22373.09,4.7,2877.13,0.8,2.1,103.33676733047264,103.8494644165039,104.09632017873366,102.88104141642224,20727900
2018-09-11,3.97,-0.122249,0.37,-0.34,-0.24,-0.13,-0.39,0.008,53.66955185,59.49950027,165.9400024,18.6293335,4.88,111.54,6282.53,185.15,1.1591,1.3015,22664.69,4.723,2887.89,0.83,2.12,103.39374484442044,105.61542510986328,105.94772678499793,103.38424844123566,24301800
2018-09-12,3.94,-0.140452,0.03,-0.12,-0.22,0.05,0.54,0.008,53.00302124,58.58000183,162.0,19.36933327,4.86,111.29,6326.0,182.79,1.1626,1.3029,22604.61,4.816,2888.92,0.81,2.12,105.79581942931544,106.06166076660156,106.19458143524464,104.92233868005157,18891100
2018-09-13,3.92,-0.158008,0.45,-0.49,-0.4,0.04,-0.04,0.008,54.2833252,59.10699844,161.3600006,19.29733276,4.84,111.92,6485.99,211.39,1.1672,1.3104,22821.32,4.769,2904.18,0.82,2.1,106.450955023154,107.20101165771484,107.97955026362293,106.450955023154,26055600
2018-09-14,3.94,-0.174923,0.12,0.31,0.25,-0.11,-0.05,0.008,53.66714859,58.89899826,162.3200073,19.68000031,4.87,112.09,6478.04,210.0,1.1656,1.3084,23094.67,4.749,2904.98,0.83,2.1,107.62822942740364,107.63772583007812,107.97952389003144,106.75474871580424,19122300
2018-09-17,3.94,-0.222019,-0.71,-0.35,0.84,0.32,0.75,0.008,52.23820114,57.99150085,160.5800018,19.65600014,4.87,111.97,6250.7,195.97,1.1687,1.3146,,4.745,2888.8,0.83,2.1,107.94154827319284,106.46991729736328,107.95103743247626,106.2040759647669,20736500
2018-09-18,4.02,-0.236714,0.57,0.03,-0.48,-0.24,-0.22,0.008,52.3245163,58.35549927,160.3000031,18.99733353,4.93,112.3,6335.7,208.5,1.1693,1.3158,23420.54,4.853,2904.31,0.88,2.13,106.51739390673195,107.4858169555664,107.95103929563948,106.07115712918645,22170900
2018-09-19,4.04,-0.25094,0.06,-0.5,1.28,-0.45,-0.01,0.008,52.35568237,58.71350098,163.0599976,19.93466759,4.96,112.21,6386.94,209.81,1.1685,1.3162,23672.52,4.767,2907.95,0.92,2.15,107.33389310260768,106.0521469116211,107.59023799462582,105.42552204022569,21728400
2018-09-20,3.99,-0.264701,0.77,0.29,-0.22,0.07,-0.09,0.008,52.75367355,59.57849884,166.0200043,19.88866615,4.92,112.58,6493.11,224.41,1.1744,1.3237,23674.93,4.793,2930.75,0.9,2.15,106.60283107488496,107.82760620117188,108.04597999234056,106.27052943061314,23714500
2018-09-21,3.99,-0.278002,-0.13,-0.42,0.3,0.26,0.65,0.008,52.18545151,58.60599899,162.9299927,19.94000053,4.9,112.62,6750.0,247.76,1.1739,1.3067,23869.93,4.848,2929.67,0.89,2.15,108.2358560569786,108.4827117919922,109.4606310868592,107.77063379161731,71229700
2018-09-24,4.0,-0.314922,-0.31,-0.05,-0.91,-0.48,-0.29,0.008,52.9358902,58.97800064,165.4100037,19.97866631,4.92,112.62,6582.09,228.01,1.1773,1.3128,,4.807,2919.37,0.86,2.16,107.31491713191188,108.87199401855467,109.09036782600369,106.54587509160125,27334500
2018-09-25,4.02,-0.3259,-0.05,0.2,-0.38,-0.34,-0.07,0.008,53.27156067,59.69449997,164.9100037,20.06599998,4.93,112.88,6436.89,219.19,1.177,1.3162,23940.26,4.839,2915.56,0.89,2.16,108.99543301999704,108.66312408447266,109.28025993720333,107.99852070069107,22668000
2018-09-26,3.99,-0.336176,-0.4,-0.48,-0.63,0.48,0.11,0.008,52.84718323,59.70299911,166.9499969,20.63866615,4.9,112.92,6455.66,214.15,1.1758,1.3182,24033.79,4.905,2905.97,0.86,2.14,108.6821107701774,108.21688842773438,109.24227541300812,107.98901821444404,19352000
2018-09-27,3.98,-0.345754,0.27,-0.34,-0.56,0.11,-0.33,0.008,53.93328857,60.36800003,168.8399963,20.50133324,4.89,113.38,6680.01,229.0,1.167,1.3104,23796.74,4.87,2914.0,0.88,2.15,108.97643218821356,108.6251449584961,109.099863695851,108.42575671440991,19091300
2018-09-28,3.99,-0.354636,-0.03,0.34,-0.2,0.11,0.18,0.008,54.12268829,60.35400009,164.4600067,17.65133286,4.89,113.48,6620.01,220.67,1.1622,1.3053,24120.04,4.796,2913.98,0.86,2.14,108.41627441590607,108.58717346191406,108.77705807141912,107.93205924494458,21647800
2018-10-01,4.02,-0.377319,0.16,-1.62,0.34,-0.12,0.04,0.008,54.48712158,60.42649841,162.4400024,20.71333313,4.92,113.96,6572.83,230.4,1.1567,1.3032,24245.76,4.859,2924.59,0.86,2.14,108.94795610956712,109.76447296142578,109.8309332985011,108.92897054624564,18883100
2018-10-02,3.98,-0.383932,-0.21,-0.94,0.6,0.13,0.36,0.008,54.97142792,60.38199997,159.3300018,20.06800079,4.89,113.66,6498.46,224.85,1.156,1.2984,24270.62,4.89,2923.43,0.82,2.12,109.47013006484852,109.32771301269533,109.98281986278867,108.65361335904434,20787200
2018-10-03,4.06,-0.390166,0.2,0.89,0.5,-0.36,-0.21,0.008,55.64035416,60.57649994,162.4299927,19.65333366,4.98,114.19,6466.03,219.01,1.1525,1.2993,24110.96,4.857,2925.51,0.92,2.16,109.58407721532907,109.34671783447266,110.30565176135003,109.11885485706784,16648000
2018-10-04,4.11,-0.396024,-0.93,-0.8,1.58,0.13,0.77,0.008,54.66213608,58.85350037,158.8500061,18.78866768,5.03,113.79,6547.45,221.0,1.1508,1.3014,23975.62,4.885,2901.61,0.97,2.16,108.8150195170154,107.08704376220705,108.95743657380947,105.9856929162073,34821700
2018-10-05,4.17,-0.401508,-0.64,-0.41,0.39,-0.38,0.42,0.008,53.77503586,58.39149857,157.3300018,17.46333313,5.08,113.56,6593.94,226.89,1.1502,1.3101,23783.72,4.982,2885.57,1.0,2.16,106.9351527531816,106.46043395996094,107.44784991909602,105.04577398438082,29068900
2018-10-08,4.17,-0.415911,-0.17,-0.24,1.22,0.52,0.64,0.008,53.65037155,57.79600143,157.25,16.70400047,5.08,,6608.07,227.68,,,,,2884.43,,,106.01419702240048,105.24514770507812,106.36548426908138,103.81149502081888,29640600
2018-10-09,4.14,-0.420281,-0.18,-0.41,0.28,-0.51,0.21,0.008,54.39361954,57.25849915,157.8999939,17.52000046,5.05,113.13,6589.48,226.15,1.1482,1.3139,23469.39,5.035,2880.34,0.96,2.17,105.52047452531164,106.58384704589844,107.36238544236816,105.19766927870272,26198600
2018-10-10,4.16,-0.424468,-3.33,0.41,1.12,0.21,0.79,0.008,51.87376785,54.60800171,151.3800049,17.12533379,5.08,112.71,6524.56,223.61,1.1541,1.3206,23506.04,4.992,2785.68,0.95,2.16,105.6154187943948,100.7922821044922,105.862274557005,100.44098764399432,61376300
2018-10-11,4.09,-0.428474,-1.96,0.37,-0.92,0.43,-0.55,0.008,51.41582108,54.53699875,153.3500061,16.81533241,5.02,112.26,6154.69,188.32,1.1565,1.3193,22590.86,4.883,2728.37,0.87,2.12,100.02323411247728,100.55492401123048,103.42222192887144,98.93137959402708,63904300
2018-10-12,4.12,-0.432301,1.38,-1.11,-1.74,0.07,-0.43,0.008,53.25237656,56.02700043,153.7400055,17.25200081,5.03,112.02,6188.01,194.1,1.1559,1.3154,22694.66,4.884,2767.13,0.87,2.12,103.49817879440256,104.02986145019533,105.61542025845792,101.70374258746912,47742100
2018-10-15,4.14,-0.442175,-0.48,0.99,0.51,0.38,0.49,0.008,52.11354065,55.12200165,153.5200043,17.30599976,5.05,111.82,6440.42,204.53,1.1594,1.3168,22271.3,4.983,2750.79,0.85,2.13,103.40323760711166,102.1594696044922,103.94441667145868,101.54233380460768,32068100
2018-10-16,4.09,-0.444216,2.24,0.57,-1.43,-0.24,-0.69,0.008,53.26195908,56.65399933,158.7799988,18.43933296,5.04,112.16,6457.11,205.43,1.1593,1.321,22549.24,5.012,2809.92,0.86,2.13,104.00138016204195,105.38755798339844,105.77683081865932,103.44120829435995,31610200
2018-10-17,4.13,-0.445545,-0.08,-0.61,0.26,-0.24,0.17,0.008,53.03179169,56.37950134,159.4199982,18.1186676,5.07,112.21,6443.7,203.21,1.154,1.3137,22841.12,4.921,2809.21,0.88,2.13,106.03318395940904,105.11222839355467,106.1566082309726,104.010884622128,26548200
2018-10-18,4.16,-0.446161,-1.54,-0.53,0.43,-0.34,0.38,0.008,51.79225922,54.89550018,154.9199982,17.59399986,5.09,112.11,6394.96,199.2,1.1494,1.3061,22658.16,4.975,2768.78,0.85,2.1,104.53307572446232,103.01397705078124,104.94133417210476,102.3778556129951,32506200
2018-10-19,4.18,-0.446064,-0.25,-1.27,0.72,0.45,0.56,0.008,52.58104706,55.25899887,154.0500031,17.33333206,5.12,112.52,6382.99,200.0,1.1513,1.3045,22532.08,4.93,2767.78,0.89,2.11,103.422223223932,103.16587829589844,105.25463781885476,102.73862709099852,32785500
2018-10-22,4.19,-0.441938,-0.38,0.36,-1.25,1.1,-0.17,0.008,52.90232468,55.56850052,154.7799988,17.39666748,5.12,112.78,6407.65,201.25,1.1467,1.2974,22614.82,5.043,2755.88,0.86,2.11,103.7924916175498,104.0868148803711,104.95080635251796,102.76709753312235,26545600
